st_id,password,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
23836,S0rxm,Maria,Cruz,32,Female,Cambodia,"	
WOM1000",1,BCO7002,4.0,BEO6600,2.0,Digital Media and Content Creation
79036,5hoMi,Roberto,Flores,34,Male,Laos,BEO6600,2,BCO7000,1.0,,,Leadership and Strategic Management
26672,g7bib,Alberto,Garcia,32,Male,Myanmar,BEO6000,3,,,,,General Business and Management
48743,6Z9Dw,Juan,Cruz,33,Male,Myanmar,BCO7004,4,BCO7005,2.0,,,Marketing Strategy and Consumer Behavior
94006,Eny6G,Jessica,Santos,26,Female,Laos,BCO7003,1,,,,,Operations and Supply Chain Management
56296,LX8zx,Jose,Rivera,33,Male,Laos,BEO6600,2,BEO6000,3.0,BCO7002,4.0,General Business and Management
03484,a4q9n,Veronica,Santos,24,Female,Vietnam,BCO7000,1,BCO7007,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
60425,Vrmul,Maria,Ramos,34,Female,Philippines,BCO7000,3,BCO7006,1.0,BAO6504,1.0,Leadership and Strategic Management
77708,KeuVJ,Carmen,Rivera,20,Female,Philippines,BCO7006,1,BCO7004,4.0,BCO7007,2.0,Data-Driven Decision Making and Analytics
61271,aaEgj,Juan,Santos,23,Male,Laos,BEO6000,3,,,,,Operations and Supply Chain Management
99953,Bsicx,Alicia,Reyes,27,Female,Brunei,BCO7005,2,,,,,Information Technology and Systems
30098,RNXjP,Fernando,Torres,32,Male,Myanmar,BCO7002,4,,,,,Digital Media and Content Creation
25138,dm23I,Miguel,Reyes,21,Male,Thailand,BAO6504,1,,,,,Leadership and Strategic Management
08447,O7gVo,Jose,Torres,29,Male,Vietnam,"	
WOM1000",1,,,,,Leadership and Strategic Management
77742,xnXjB,Ricardo,Fernandez,32,Male,Cambodia,BCO7003,1,BEO6000,3.0,BCO7004,4.0,Digital Media and Content Creation
17389,AuOqm,Fernando,Cruz,26,Male,Malaysia,BCO7002,4,,,,,General Business and Management
27143,SMByc,Miguel,Santos,21,Male,Myanmar,BCO7002,4,,,,,Data-Driven Decision Making and Analytics
37469,VgUNv,Fernando,Morales,22,Male,Philippines,BCO7000,1,BEO6000,3.0,BEO6600,2.0,Operations and Supply Chain Management
09542,ZZXGM,Alberto,Martinez,30,Male,Thailand,BCO7004,4,BCO7007,2.0,BEO6000,3.0,Information Technology and Systems
63096,Nt484,Juan,Ramos,21,Male,Singapore,BCO7007,2,BCO7002,4.0,,,Operations and Supply Chain Management
70558,xxWij,Carmen,Morales,23,Female,Philippines,BCO7000,1,BCO7006,2.0,BCO7007,2.0,General Business and Management
08043,kqB66,Fernando,Flores,20,Male,Brunei,BCO7004,4,BCO7000,1.0,,,Information Technology and Systems
81760,jCPWQ,Rosa,Torres,20,Female,Vietnam,BCO7000,2,BCO7006,4.0,BEO6000,3.0,Digital Media and Content Creation
92115,CmPP5,Carlos,Santos,31,Male,Vietnam,BCO6008,2,,,,,Operations and Supply Chain Management
15540,1mxOv,Antonio,Martinez,35,Male,Brunei,BCO7000,3,BCO7006,3.0,BCO6008,2.0,Marketing Strategy and Consumer Behavior
94814,SmoBD,Ricardo,Reyes,23,Male,Indonesia,BCO7004,4,BEO6000,3.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
71464,DBOUs,Maria,Torres,31,Female,Philippines,BCO7000,1,BCO7005,2.0,BEO6000,3.0,General Business and Management
14806,ROZeC,Maria,Torres,18,Female,Singapore,BCO7002,4,BEO6000,3.0,BCO7007,2.0,Operations and Supply Chain Management
18173,nNjxR,Veronica,Martinez,34,Female,Brunei,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
61023,w8mlv,Juan,Flores,33,Male,Indonesia,BCO6008,2,BEO6000,3.0,BCO7004,4.0,General Business and Management
37263,hbeQJ,Carmen,Reyes,35,Female,Thailand,BCO7002,4,,,,,Operations and Supply Chain Management
22605,F9Oqc,Fernando,Flores,19,Male,Laos,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
59433,HL5jQ,Ismael,Morales,20,Male,Myanmar,BCO7000,1,BCO7006,1.0,,,Financial and Managerial Accounting
94892,Vjuk1,Sofia,Torres,23,Female,Malaysia,BCO6008,2,BEO6000,3.0,BCO7004,4.0,Operations and Supply Chain Management
21910,glXR2,Isabela,Martinez,29,Female,Cambodia,BCO7000,1,BCO7002,4.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
88767,fwVbr,Antonio,Rivera,30,Male,Philippines,BCO7002,4,,,,,Digital Media and Content Creation
38005,rvh2J,Alberto,Cruz,24,Male,Malaysia,BCO7000,1,BCO7006,1.0,BCO7002,4.0,Leadership and Strategic Management
21773,A2Zp4,Luisa,Garcia,31,Female,Indonesia,BAO6504,1,,,,,Data-Driven Decision Making and Analytics
44388,zOYhB,Angelica,Reyes,32,Female,Singapore,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Financial and Managerial Accounting
98913,xJsJg,Alicia,Ramos,23,Female,Myanmar,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
01780,CQOYY,Rosa,Fernandez,21,Female,Singapore,BCO7007,2,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
53421,Bn64W,Antonio,Gonzalez,22,Male,Myanmar,BCO7000,1,BCO7006,1.0,BAO6504,1.0,Information Technology and Systems
81648,H4mcm,Rosa,Morales,25,Female,Laos,BEO6000,3,,,,,Information Technology and Systems
14582,g3cLt,Carlos,Santos,32,Male,Indonesia,BCO7002,4,BCO7005,2.0,BEO6000,3.0,Digital Media and Content Creation
65573,e7F5c,Maria,Fernandez,23,Female,Cambodia,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Digital Media and Content Creation
46282,fxLbs,Jessica,Garcia,18,Female,Thailand,BCO6008,2,,,,,Data-Driven Decision Making and Analytics
15251,cVQAF,Ricardo,Flores,23,Male,Philippines,"	
WOM1000",1,BCO7002,4.0,BCO7007,2.0,General Business and Management
14777,QFH6n,Juan,Reyes,25,Male,Singapore,BCO7002,4,BCO7003,1.0,BEO6000,3.0,Information Technology and Systems
07536,TjTyd,Roberto,Morales,21,Male,Brunei,BCO7003,1,BCO7005,2.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
67221,Uqg93,Luisa,Rivera,26,Female,Malaysia,BEO6000,3,BCO7004,4.0,,,Digital Media and Content Creation
38658,i8Uwk,Angelica,Torres,28,Female,Vietnam,BCO7002,4,BEO6600,2.0,,,Leadership and Strategic Management
63524,DkS14,Angelica,Martinez,26,Female,Laos,BCO7000,1,BCO7006,2.0,BCO7004,4.0,Information Technology and Systems
63149,u912E,Jose,Fernandez,19,Male,Indonesia,BAO6504,1,BEO6000,3.0,,,Operations and Supply Chain Management
67920,otmu8,Alicia,Santos,26,Female,Laos,BCO7000,2,BCO7006,2.0,BCO7002,4.0,Financial and Managerial Accounting
79583,CkpmX,Alberto,Garcia,18,Male,Thailand,BCO7002,4,BEO6600,2.0,BEO6000,3.0,General Business and Management
11521,4HjBc,Carmen,Reyes,28,Female,Philippines,BCO7003,1,BEO6000,3.0,BEO6600,2.0,General Business and Management
52840,JfDQK,Sofia,Gonzalez,30,Female,Laos,BCO7000,1,BEO6000,3.0,BCO6008,2.0,Operations and Supply Chain Management
18736,r5lVw,Alberto,Fernandez,22,Male,Singapore,BEO6600,2,,,,,Financial and Managerial Accounting
68949,kJDuT,Veronica,Reyes,21,Female,Malaysia,BCO7000,1,,,,,Marketing Strategy and Consumer Behavior
54127,HL3Xn,Sofia,Fernandez,21,Female,Brunei,BCO7005,2,,,,,Leadership and Strategic Management
52727,5L6L7,Isabela,Rivera,31,Female,Myanmar,BCO7004,4,BEO6000,3.0,,,Leadership and Strategic Management
11072,JvrOW,Juan,Cruz,22,Male,Laos,BCO7000,3,BCO7006,2.0,BCO7005,2.0,Digital Media and Content Creation
25469,a3yO9,Carlos,Torres,25,Male,Vietnam,BEO6000,3,BCO7002,4.0,,,Leadership and Strategic Management
93118,DF8Q4,Alberto,Morales,33,Male,Singapore,BEO6000,3,,,,,Information Technology and Systems
98321,k1823,Jose,Fernandez,24,Male,Myanmar,BEO6000,3,BCO7006,1.0,,,Information Technology and Systems
63084,Dcw9R,Antonio,Rivera,25,Male,Myanmar,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
88130,Dlj2B,Roberto,Rivera,25,Male,Philippines,BCO7000,4,BCO7006,1.0,BEO6000,3.0,General Business and Management
36436,oJ29b,Rosa,Reyes,30,Female,Indonesia,BCO7003,1,BEO6000,3.0,BCO7004,4.0,Financial and Managerial Accounting
72745,DiGqe,Fernando,Garcia,33,Male,Malaysia,BCO7002,4,BEO6000,3.0,BCO7005,2.0,Leadership and Strategic Management
47957,s14Ev,Jessica,Fernandez,21,Female,Indonesia,BCO7007,2,,,,,Data-Driven Decision Making and Analytics
93439,5PMOT,Veronica,Morales,27,Female,Brunei,BEO6000,3,"	
WOM1000",1.0,,,Information Technology and Systems
74722,AmZsp,Fernando,Ramos,19,Male,Vietnam,BCO7000,1,BCO7006,1.0,BCO7003,1.0,Information Technology and Systems
48457,EP1AQ,Miguel,Ramos,23,Male,Brunei,BEO6600,2,BEO6000,3.0,,,General Business and Management
25325,Xcvrl,Alicia,Reyes,18,Female,Thailand,BCO7000,1,BCO7004,4.0,BCO7005,2.0,Financial and Managerial Accounting
27696,ghvaZ,Roberto,Torres,22,Male,Vietnam,BCO6008,2,,,,,Marketing Strategy and Consumer Behavior
11963,nXyXN,Carlos,Fernandez,24,Male,Philippines,BCO6008,2,,,,,Data-Driven Decision Making and Analytics
02675,4mbIv,Luisa,Garcia,32,Female,Brunei,BCO7000,3,BCO7006,3.0,BCO7007,2.0,Leadership and Strategic Management
26576,3fqVI,Carlos,Santos,21,Male,Vietnam,BEO6000,3,BCO7006,1.0,BCO7004,4.0,Operations and Supply Chain Management
91862,O6zyd,Maria,Ramos,31,Female,Brunei,BEO6000,3,,,,,Financial and Managerial Accounting
39247,LtNhS,Veronica,Cruz,26,Female,Malaysia,BEO6000,3,,,,,Leadership and Strategic Management
40801,cdlKV,Isabela,Torres,23,Female,Malaysia,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Digital Media and Content Creation
46789,c4kCG,Sofia,Gonzalez,27,Female,Laos,BEO6000,3,BCO7004,4.0,,,Information Technology and Systems
92092,4j0zr,Isabela,Rivera,35,Female,Laos,BCO6008,2,BEO6000,3.0,,,General Business and Management
54620,naYF6,Ricardo,Martinez,19,Male,Laos,BAO6504,1,,,,,Operations and Supply Chain Management
70220,FzlPg,Sofia,Torres,25,Female,Myanmar,BEO6600,2,,,,,Operations and Supply Chain Management
46400,0UtEQ,Maria,Martinez,33,Female,Myanmar,BCO7002,4,,,,,Operations and Supply Chain Management
54924,glNea,Ismael,Martinez,29,Male,Cambodia,BCO7004,4,,,,,Marketing Strategy and Consumer Behavior
28625,2v8BJ,Jose,Martinez,34,Male,Vietnam,BEO6600,2,BAO6504,1.0,,,Financial and Managerial Accounting
45374,497qH,Angelica,Rivera,22,Female,Laos,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
36377,sRWqH,Maria,Fernandez,31,Female,Laos,BCO7000,1,BCO7006,4.0,BCO7005,2.0,General Business and Management
87091,NcINm,Luisa,Gonzalez,25,Female,Vietnam,BCO7006,1,BCO7004,4.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
43586,534NK,Rosa,Santos,27,Female,Singapore,BEO6000,3,,,,,Information Technology and Systems
17415,VqOHT,Antonio,Santos,28,Male,Malaysia,BEO6600,2,,,,,General Business and Management
14012,H9k81,Jose,Torres,29,Male,Cambodia,BCO7004,4,,,,,Operations and Supply Chain Management
19791,8AEIL,Carmen,Cruz,30,Female,Cambodia,BCO7005,2,BCO7000,1.0,,,General Business and Management
34795,bQhKi,Jessica,Flores,35,Female,Malaysia,BCO7003,1,BCO7004,4.0,BEO6000,3.0,Information Technology and Systems
97872,LoBPE,Ricardo,Rivera,27,Male,Brunei,BCO7004,4,"	
WOM1000",1.0,,,Data-Driven Decision Making and Analytics
43370,2OF7c,Angelica,Torres,34,Female,Indonesia,BCO7000,4,BCO7006,3.0,BCO7002,4.0,Leadership and Strategic Management
35502,wQOQ6,Miguel,Cruz,26,Male,Vietnam,BCO7005,2,BCO7003,1.0,BCO7002,4.0,General Business and Management
78415,rr9nQ,Ismael,Flores,30,Male,Thailand,BCO7004,4,BCO7007,2.0,BEO6000,3.0,Leadership and Strategic Management
86950,Jp58K,Antonio,Garcia,22,Male,Philippines,BCO7007,2,BCO7004,4.0,BAO6504,1.0,General Business and Management
07186,mg1G1,Jose,Martinez,28,Male,Philippines,BEO6000,3,"	
WOM1000",1.0,BCO7002,4.0,Financial and Managerial Accounting
58306,LtcxR,Roberto,Santos,22,Male,Thailand,BCO7007,2,,,,,Marketing Strategy and Consumer Behavior
82952,bxIPo,Ricardo,Torres,31,Male,Laos,BCO7006,1,BEO6600,2.0,,,General Business and Management
17673,93T8z,Fernando,Martinez,19,Male,Singapore,BCO7000,2,BCO7006,1.0,BCO7007,2.0,Operations and Supply Chain Management
48703,6S41b,Alicia,Ramos,20,Female,Vietnam,BCO7000,4,BCO7006,2.0,BCO7002,4.0,Leadership and Strategic Management
68405,WaArh,Carlos,Ramos,32,Male,Philippines,BAO6504,1,BCO6008,2.0,,,Data-Driven Decision Making and Analytics
10680,UXUeu,Rosa,Martinez,27,Female,Laos,BCO7003,1,BCO6008,2.0,BCO7004,4.0,Data-Driven Decision Making and Analytics
42628,kM9F0,Carlos,Reyes,20,Male,Malaysia,BCO7007,2,,,,,Leadership and Strategic Management
36531,pkczl,Sofia,Reyes,23,Female,Thailand,BCO7000,3,BCO7006,3.0,BEO6600,2.0,Data-Driven Decision Making and Analytics
16644,GMwfn,Carmen,Rivera,19,Female,Laos,BCO7000,1,,,,,Operations and Supply Chain Management
17668,rkRMB,Luisa,Rivera,31,Female,Myanmar,BCO7000,1,BCO7006,4.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
24664,D6ccB,Veronica,Morales,23,Female,Brunei,BCO7000,1,BCO7004,4.0,BCO7005,2.0,Information Technology and Systems
70101,SBuhO,Carlos,Cruz,32,Male,Thailand,BCO7006,1,BCO7004,4.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
24101,MyI4y,Carlos,Ramos,29,Male,Cambodia,BEO6000,3,,,,,Information Technology and Systems
72311,IZkyg,Luisa,Torres,28,Female,Philippines,BEO6000,3,"	
WOM1000",1.0,,,Digital Media and Content Creation
14037,gvgbK,Ricardo,Cruz,33,Male,Brunei,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Information Technology and Systems
44378,Nm1KG,Sofia,Flores,23,Female,Thailand,BEO6000,3,BCO6008,2.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
75727,ErJ9i,Carmen,Cruz,21,Female,Singapore,BCO7002,4,BEO6000,3.0,BCO7003,1.0,Marketing Strategy and Consumer Behavior
82957,mTExR,Maria,Morales,19,Female,Malaysia,BEO6600,2,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
77021,1mkvK,Veronica,Martinez,19,Female,Cambodia,BEO6000,3,BCO7005,2.0,,,Operations and Supply Chain Management
46934,qLqFH,Luisa,Torres,19,Female,Thailand,BCO7000,4,BCO7006,3.0,BCO7004,4.0,Leadership and Strategic Management
95314,pUtgM,Ismael,Garcia,30,Male,Philippines,BCO7004,4,BCO6008,2.0,"	
WOM1000",1.0,Financial and Managerial Accounting
14781,jbtVV,Sofia,Rivera,28,Female,Laos,"	
WOM1000",1,,,,,Leadership and Strategic Management
84046,6HB8p,Carmen,Fernandez,21,Female,Vietnam,"	
WOM1000",1,BCO6008,2.0,,,Operations and Supply Chain Management
42807,1ZbeW,Fernando,Rivera,35,Male,Singapore,BEO6000,3,,,,,Digital Media and Content Creation
59430,OmOOY,Maria,Gonzalez,35,Female,Malaysia,BCO6008,2,,,,,Financial and Managerial Accounting
