st_id,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
03386,Sofia,Morales,28,Female,Philippines,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Leadership and Strategic Management
13685,Carmen,Torres,24,Female,Brunei,BCO7007,2,BCO7000,1.0,,,Data-Driven Decision Making and Analytics
21942,Jose,Reyes,26,Male,Thailand,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
26600,Sofia,Morales,28,Female,Laos,BCO7002,4,BEO6000,3.0,,,Digital Media and Content Creation
99752,Jose,Gonzalez,21,Male,Myanmar,BCO7006,1,BEO6000,3.0,BCO6008,2.0,Financial and Managerial Accounting
65265,Sofia,Rivera,31,Female,Malaysia,BEO6000,3,,,,,Operations and Supply Chain Management
90701,Roberto,Cruz,27,Male,Malaysia,BCO7004,4,BEO6000,3.0,,,Operations and Supply Chain Management
24306,Alberto,Fernandez,20,Male,Vietnam,BCO7002,4,,,,,Digital Media and Content Creation
78602,Angelica,Santos,26,Female,Thailand,BEO6000,3,BCO7000,1.0,BCO7007,2.0,Digital Media and Content Creation
74433,Angelica,Santos,30,Female,Philippines,BCO7000,2,BCO7006,2.0,BCO7005,2.0,General Business and Management
64242,Alberto,Ramos,35,Male,Brunei,BCO7004,4,,,,,Information Technology and Systems
49674,Veronica,Gonzalez,35,Female,Cambodia,BCO7004,4,"	
WOM1000",1.0,,,Digital Media and Content Creation
68390,Ismael,Reyes,24,Male,Thailand,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
70388,Ismael,Rivera,33,Male,Vietnam,BCO7004,4,BEO6000,3.0,,,Financial and Managerial Accounting
73614,Sofia,Cruz,29,Female,Philippines,BEO6000,3,BAO6504,1.0,,,Data-Driven Decision Making and Analytics
97888,Jose,Cruz,25,Male,Brunei,BCO7000,4,BCO7006,3.0,BCO7003,1.0,Financial and Managerial Accounting
63055,Rosa,Rivera,34,Female,Thailand,BCO7004,4,BEO6000,3.0,BCO7005,2.0,Information Technology and Systems
80271,Fernando,Garcia,23,Male,Cambodia,BCO7000,1,BCO7006,1.0,,,Information Technology and Systems
69267,Ismael,Morales,18,Male,Myanmar,BCO7007,2,BEO6000,3.0,,,Leadership and Strategic Management
63328,Alberto,Flores,30,Male,Thailand,BCO7002,4,BCO7007,2.0,BEO6000,3.0,Digital Media and Content Creation
89300,Miguel,Garcia,29,Male,Singapore,BCO7005,2,,,,,Marketing Strategy and Consumer Behavior
43352,Angelica,Gonzalez,23,Female,Brunei,BCO7000,1,,,,,Data-Driven Decision Making and Analytics
72707,Antonio,Rivera,28,Male,Brunei,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
46970,Maria,Morales,29,Female,Thailand,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Leadership and Strategic Management
42419,Roberto,Reyes,30,Male,Brunei,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
06688,Ricardo,Gonzalez,28,Male,Singapore,BCO7000,3,BCO7006,3.0,BEO6000,3.0,General Business and Management
48452,Rosa,Fernandez,24,Female,Vietnam,BCO6008,2,BCO7002,4.0,,,Operations and Supply Chain Management
04241,Antonio,Flores,23,Male,Philippines,BCO7000,2,BCO7006,1.0,BAO6504,1.0,General Business and Management
14621,Maria,Gonzalez,25,Female,Philippines,BCO7002,4,BAO6504,1.0,,,Marketing Strategy and Consumer Behavior
74516,Veronica,Ramos,20,Female,Malaysia,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Leadership and Strategic Management
41031,Veronica,Cruz,25,Female,Indonesia,BCO7000,1,BEO6600,2.0,,,Financial and Managerial Accounting
15516,Carmen,Garcia,22,Female,Cambodia,"	
WOM1000",1,BCO7004,4.0,BEO6600,2.0,Operations and Supply Chain Management
24948,Fernando,Rivera,23,Male,Malaysia,BCO7007,2,BCO7002,4.0,BAO6504,1.0,Financial and Managerial Accounting
29013,Carlos,Ramos,29,Male,Laos,BCO7002,4,BEO6000,3.0,,,Digital Media and Content Creation
07557,Angelica,Fernandez,29,Female,Singapore,BCO7007,2,BEO6000,3.0,,,Leadership and Strategic Management
23904,Alberto,Garcia,24,Male,Laos,BCO7002,4,"	
WOM1000",1.0,,,Information Technology and Systems
