st_id,password,first_name,last_name,age,gender,nationality,interest_1,interest_2,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
63035,OXpo9,Maria,Cruz,19,Female,Thailand,Data Science,Machine Learning,BCO7003,Analytics Project M anagement,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
18320,OSCUs,Angelica,Morales,28,Female,Singapore,Business Intelligence,Leadership and Empowerment,BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
85820,MS3qv,Carmen,Fernandez,18,Female,Philippines,Quantitative Analysis,Data Science,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3,12.0,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
59481,4soLi,Alicia,Torres,28,Female,Brunei,Economic Theory,Data Science,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
74774,t8wJE,Carlos,Ramos,21,Male,Indonesia,General Business Interest,Data Science,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
52904,HhhDG,Isabela,Gonzalez,35,Female,Thailand,General Business Interest,Market Analysis,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
02165,2aFBr,Maria,Gonzalez,31,Female,Malaysia,Quantitative Analysis,Leadership and Empowerment,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
12130,WCqyq,Maria,Fernandez,25,Female,Singapore,Leadership and Empowerment,Programming (Python),BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
95642,rK0U6,Fernando,Torres,22,Male,Singapore,Financial Analysis,Quantitative Analysis,BEO6600,Business Economics,2,12,,,,,,,,,,,,,,,,,,,,
43061,GOwMm,Isabela,Ramos,23,Female,Vietnam,Economic Theory,Business Intelligence,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
05522,Rs1oV,Isabela,Santos,27,Female,Brunei,Business Strategy,Market Analysis,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BAO6504,Accounting for Management,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
00559,bAunN,Alicia,Cruz,24,Female,Singapore,Market Analysis,Financial Analysis,BAO6504,Accounting for Management,1,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
29441,RUSuK,Miguel,Morales,26,Male,Thailand,Economic Theory,General Business Interest,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
93760,hJfQ1,Ismael,Gonzalez,22,Male,Singapore,General Business Interest,Customer Experience,BCO7004,Business Data Mining and Warehousing,4,12,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,,,,,
46393,NylAi,Roberto,Ramos,29,Male,Cambodia,Financial Analysis,Data Science,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
26556,hFJ1s,Roberto,Morales,30,Male,Myanmar,Business Intelligence,Market Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
79591,EF1UI,Carmen,Santos,28,Female,Brunei,Quantitative Analysis,Business Strategy,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
00708,CKsYe,Juan,Torres,29,Male,Cambodia,Quantitative Analysis,General Business Interest,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
33724,TcKP4,Antonio,Santos,34,Male,Myanmar,Programming (Python),Financial Analysis,BCO7003,Analytics Project M anagement,1,12,,,,,,,,,,,,,,,,,,,,
81701,CzFhP,Alicia,Flores,33,Female,Malaysia,Financial Analysis,General Business Interest,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7002,Experience Management,4,12.0,BAO6504,Accounting for Management,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3.0,12.0
72251,a05Pb,Miguel,Gonzalez,23,Male,Brunei,Financial Analysis,Data Science,BCO7006,Coding for Business Analytics,1,12,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,,,,,
68928,5IiZo,Alberto,Torres,21,Male,Malaysia,Business Intelligence,Business Strategy,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
17264,xoeK4,Veronica,Morales,23,Female,Myanmar,Economic Theory,Business Intelligence,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
48370,7kpWh,Fernando,Torres,29,Male,Vietnam,General Business Interest,Machine Learning,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
00385,JrdNg,Miguel,Torres,31,Male,Philippines,Quantitative Analysis,Programming (Python),BEO6600,Business Economics,2,12,,,,,,,,,,,,,,,,,,,,
98610,HDXtg,Antonio,Martinez,26,Male,Myanmar,General Business Interest,Business Strategy,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
69731,jKD6O,Alberto,Reyes,29,Male,Brunei,Programming (Python),Economic Theory,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
57547,j9rnP,Carlos,Cruz,34,Male,Myanmar,Customer Experience,Machine Learning,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
42713,iGtgl,Sofia,Gonzalez,19,Female,Philippines,Business Strategy,Machine Learning,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
75981,3pQ5Z,Miguel,Morales,33,Male,Vietnam,Customer Experience,Business Strategy,BAO6504,Accounting for Management,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
